Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[49]     0.2    0.01    0.00 3600000         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [49]
-----------------------------------------------
                0.01    0.00 3600000/3600000     std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [9]
[50]     0.2    0.01    0.00 3600000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [50]
                0.00    0.00 3600000/3600000     std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [85]
-----------------------------------------------
                0.01    0.00 3600000/3600000     std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [9]
[51]     0.2    0.01    0.00 3600000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [51]
-----------------------------------------------
                0.01    0.00 3600000/3600000     std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [9]
[52]     0.2    0.01    0.00 3600000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [52]
-----------------------------------------------
                0.01    0.00 3600000/3600000     std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [42]
[53]     0.2    0.01    0.00 3600000         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [53]
                0.00    0.00 3600000/3600000     __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [83]
-----------------------------------------------
                0.01    0.00 1830000/1830000     void std::__cxx11::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [20]
[54]     0.2    0.01    0.00 1830000         std::operator!=(std::_List_const_iterator<int> const&, std::_List_const_iterator<int> const&) [54]
-----------------------------------------------
                0.01    0.00  900849/900849      std::_List_iterator<int> std::__find_if<std::_List_iterator<int>, __gnu_cxx::__ops::_Iter_equals_val<int const> >(std::_List_iterator<int>, std::_List_iterator<int>, __gnu_cxx::__ops::_Iter_equals_val<int const>) [3]
[55]     0.2    0.01    0.00  900849         std::iterator_traits<std::_List_iterator<int> >::iterator_category std::__iterator_category<std::_List_iterator<int> >(std::_List_iterator<int> const&) [55]
-----------------------------------------------
                0.00    0.00  900849/30645627     main [1]
                0.00    0.00 1830000/30645627     Graph::printGraph() [6]
                0.00    0.00 27914778/30645627     std::_List_iterator<int> std::__find_if<std::_List_iterator<int>, __gnu_cxx::__ops::_Iter_equals_val<int const> >(std::_List_iterator<int>, std::_List_iterator<int>, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::input_iterator_tag) [4]
[56]     0.1    0.01    0.00 30645627         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [56]
-----------------------------------------------
                0.00    0.00   30000/5431698     Graph::printGraph() [6]
                0.00    0.00 1800000/5431698     std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [31]
                0.00    0.00 1800000/5431698     void std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [29]
                0.00    0.00 1801698/5431698     main [1]
[57]     0.1    0.01    0.00 5431698         std::__cxx11::list<int, std::allocator<int> >::end() [57]
                0.00    0.00 5431698/6362547     std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [80]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[58]     0.1    0.00    0.01       1         Graph::Graph(int) [58]
                0.00    0.01       1/1           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector() [63]
                0.00    0.00       1/1           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [207]
-----------------------------------------------
                0.01    0.00       1/1           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator() [60]
[59]     0.1    0.01    0.00       1         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator() [59]
-----------------------------------------------
                0.00    0.01       1/1           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [61]
[60]     0.1    0.00    0.01       1         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator() [60]
                0.01    0.00       1/1           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator() [59]
-----------------------------------------------
                0.00    0.01       1/1           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base() [62]
[61]     0.1    0.00    0.01       1         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [61]
                0.00    0.01       1/1           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator() [60]
                0.00    0.00       1/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [155]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector() [63]
[62]     0.1    0.00    0.01       1         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base() [62]
                0.00    0.01       1/1           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [61]
-----------------------------------------------
                0.00    0.01       1/1           Graph::Graph(int) [58]
[63]     0.1    0.00    0.01       1         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector() [63]
                0.00    0.01       1/1           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base() [62]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[64]     0.0    0.00    0.00       1         algo::eulerFinder(Graph) [64]
                0.00    0.00       1/1           algo::findEulerianCycle(Graph&) [66]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::empty() const [181]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [163]
-----------------------------------------------
                0.00    0.00       1/1           algo::findEulerianCycle(Graph&) [66]
[65]     0.0    0.00    0.00       1         algo::isEulerianCycle(Graph&) [65]
                0.00    0.00       1/2702548     Graph::getAdjList[abi:cxx11]() [44]
                0.00    0.00       1/4532548     std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [47]
                0.00    0.00       1/1           std::__cxx11::list<int, std::allocator<int> >::size() const [184]
                0.00    0.00       1/1           Graph::getVertices() const [174]
-----------------------------------------------
                0.00    0.00       1/1           algo::eulerFinder(Graph) [64]
[66]     0.0    0.00    0.00       1         algo::findEulerianCycle(Graph&) [66]
                0.00    0.00       1/1           algo::isEulerianCycle(Graph&) [65]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector() [209]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [208]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [163]
-----------------------------------------------
                0.00    0.00  930849/6362547     std::__cxx11::list<int, std::allocator<int> >::begin() [33]
                0.00    0.00 5431698/6362547     std::__cxx11::list<int, std::allocator<int> >::end() [57]
[80]     0.0    0.00    0.00 6362547         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [80]
-----------------------------------------------
                0.00    0.00   30000/3660000     void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [124]
                0.00    0.00   30000/3660000     void std::_Construct<std::__cxx11::list<int, std::allocator<int> >, std::__cxx11::list<int, std::allocator<int> > const&>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > const&) [22]
                0.00    0.00 3600000/3660000     void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [28]
[81]     0.0    0.00    0.00 3660000         operator new(unsigned long, void*) [81]
-----------------------------------------------
                0.00    0.00 3603480/3603480     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [90]
[82]     0.0    0.00    0.00 3603480         std::uniform_int_distribution<int>::param_type::a() const [82]
-----------------------------------------------
                0.00    0.00 3600000/3600000     std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [53]
[83]     0.0    0.00    0.00 3600000         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [83]
                0.00    0.00 3600000/3600000     __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [84]
-----------------------------------------------
                0.00    0.00 3600000/3600000     __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [83]
[84]     0.0    0.00    0.00 3600000         __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [84]
-----------------------------------------------
                0.00    0.00 3600000/3600000     std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [50]
[85]     0.0    0.00    0.00 3600000         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [85]
-----------------------------------------------
                0.00    0.00 1801745/1801745     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [88]
